Filename,LBP Histogram Value
normal_19.jpg,"0.008747384155450674,0.02888490284004252,0.018648729446924573,0.10944095665165354,0.228783258594781,0.22565022421511172,0.07750672645735276,0.05391330343793488,0.19730343796699712,0.05112107623315329"
normal_2.jpg,"0.008747384155450674,0.02888490284004252,0.018648729446924573,0.10944095665165354,0.228783258594781,0.22565022421511172,0.07750672645735276,0.05391330343793488,0.19730343796699712,0.05112107623315329"
normal_20.jpg,"0.019615438794161826,0.04174883786441445,0.030849415410566895,0.12218270178876922,0.22328849133641482,0.20897309480171683,0.07728201155078658,0.06291379067463214,0.1442808846313842,0.0688653331453922"
normal_21.jpg,"0.00907961002065383,0.02695635330576337,0.020354467975190183,0.11495996900817168,0.2615250516526815,0.22921778150807948,0.07464650051646868,0.045430333161120356,0.16929235537176418,0.04853757747929967"
normal_22.jpg,"0.013612445664597909,0.03953614733467775,0.02854037977577461,0.11669955387774772,0.21920756119865362,0.20398650194448925,0.08257549759774467,0.056580301990350766,0.17554621368095433,0.06371539693429441"
normal_23.jpg,"0.004393032535294919,0.019368989154888373,0.010992173112331829,0.09600086965412319,0.25578064252081045,0.2624181501942255,0.0669377941476961,0.04581670759154017,0.20498900143224053,0.03330263965620952"
normal_24.JPG,"0.019769704895701744,0.05351691423131396,0.02727983254078582,0.1112976927928096,0.13379325287963023,0.17359383403427078,0.09337359886398323,0.07262305040412445,0.2160158018347354,0.09873631752245131"
normal_25.jpg,"0.006721154744699114,0.02222653526268413,0.01283129542169831,0.10045071272986676,0.21085017216204752,0.24765478423997206,0.0648537519857491,0.0595271469955651,0.23600238654889477,0.03888205990810429"
normal_26.jpg,"0.01596932209175709,0.04176187849653581,0.030555336677758907,0.10897486407680948,0.1906425375811462,0.1932603157091261,0.08048573354688757,0.0599812640628442,0.210989415070863,0.06737933268539614"
normal_27.jpg,"0.012174698795173388,0.03519277108431615,0.02907228915660899,0.1261084337348638,0.24288554216852837,0.2027168674697574,0.08051807228910812,0.049975903614427726,0.1654999999999003,0.05585542168671334"
normal_28.jpg,"0.00907961002065383,0.02695635330576337,0.020354467975190183,0.11495996900817168,0.2615250516526815,0.22921778150807948,0.07464650051646868,0.045430333161120356,0.16929235537176418,0.04853757747929967"
normal_29.jpg,"0.013612445664597909,0.03953614733467775,0.02854037977577461,0.11669955387774772,0.21920756119865362,0.20398650194448925,0.08257549759774467,0.056580301990350766,0.17554621368095433,0.06371539693429441"
normal_3.JPG,"0.019822381603944728,0.05317527738688043,0.028982147373331144,0.11862139850977604,0.15339284208885567,0.18773791073035145,0.09372953238178329,0.07340133716367069,0.17502285888445807,0.09611431387678637"
normal_30.jpg,"0.004393032535294919,0.019368989154888373,0.010992173112331829,0.09600086965412319,0.25578064252081045,0.2624181501942255,0.0669377941476961,0.04581670759154017,0.20498900143224053,0.03330263965620952"
normal_31.jpg,"0.006721154744699114,0.02222653526268413,0.01283129542169831,0.10045071272986676,0.21085017216204752,0.24765478423997206,0.0648537519857491,0.0595271469955651,0.23600238654889477,0.03888205990810429"
normal_32.jpg,"0.010361635503620946,0.0323290239988266,0.017057031066865572,0.10285305590108193,0.1930605891225708,0.2123594357595353,0.08143860851163795,0.058810094781282456,0.23180853813176117,0.059921987222216255"
normal_33.jpg,"0.013130913407913844,0.03770790612893615,0.028222470050707976,0.11694907124262993,0.22543200105513458,0.19717955175007065,0.08000863402520655,0.05266755405256403,0.1857154848843486,0.0629864134018881"
normal_34.jpg,"0.00788650924890179,0.027268040892000838,0.014962944118247452,0.1053230590014626,0.22881588549148163,0.2274568350861106,0.07366990473252572,0.05633699094185786,0.21099424914124684,0.047285581345495195"
normal_35.jpg,"0.038316722037635295,0.06395127353264056,0.06117386489476803,0.1239689922480071,0.15605758582495854,0.14341528239196305,0.0908615725359509,0.06928460686597153,0.146042081948994,0.10692801771866803"
normal_36.jpg,"0.006001276572122161,0.022922795137909388,0.011745851140581295,0.09794915912742275,0.25558500305249515,0.23671393683726707,0.062003940722607814,0.04860687128819406,0.2189182438806274,0.03955292224007913"
normal_37.jpg,"0.009498380048217347,0.030308167570811527,0.020621421036759426,0.1137498116334606,0.2481681359251393,0.23783152501495733,0.08118124623263205,0.050986098553321375,0.15323142706442452,0.054423786919805595"
normal_38.jpg,"0.0072119846214986,0.026865968447549474,0.014165451411895688,0.09999337133759778,0.21141455654234959,0.2537584515443101,0.07045605196866601,0.06049317247775388,0.21209068010061508,0.04355031154710092"
normal_39.jpg,"0.0064592481858628675,0.024472889221075416,0.014618954187290405,0.10520414836955047,0.25213491544411093,0.2315176430282902,0.07024198822755598,0.04886480426045728,0.20284655392556428,0.043638855149619335"
normal_4.jpg,"0.012714460784304873,0.03783004679141751,0.02308238636362029,0.10797543449190343,0.22882547905509915,0.21457915552569728,0.07577150178247843,0.05853108288765978,0.18125417780736042,0.059436274509762535"
normal_40.jpg,"0.013078765156515501,0.040476990258627714,0.024916835523949788,0.1079621181747657,0.2018865062250361,0.20930900343482325,0.08213507861341135,0.06282575010561464,0.19180924723948561,0.06559970526722854"
normal_41.jpg,"0.00663397944476176,0.024629911502024118,0.013779819232469605,0.10411643475794116,0.236385188377917,0.23143496006126738,0.07249558857199552,0.049812093374069014,0.21669877018803008,0.044013254488850864"
normal_42.JPG,"0.020479699465392215,0.05613639647448979,0.029050715214560173,0.11425227568268831,0.12437653518275908,0.17642392717812796,0.09752347926598794,0.07546886288107564,0.205097529258748,0.10119057939602641"
normal_43.JPG,"0.018574941911785842,0.049980957104763975,0.029699535589542986,0.1160657083218757,0.1512345405642969,0.17914197733154727,0.09150332586378107,0.067008848303401,0.20747455780622784,0.0893156072026298"
normal_44.JPG,"0.020985514021722315,0.04909064936919293,0.03406087876839413,0.114160676834753,0.15534929323227636,0.16915512528323154,0.0883037575237989,0.06351819025912703,0.21763380537750265,0.08774210932983882"
normal_45.JPG,"0.01724489795918029,0.050361067503914766,0.025580847723699847,0.11902472527470191,0.1581985871271275,0.1919878335949388,0.09646781789637039,0.07135400313970343,0.17630690737830135,0.09347331240186549"
normal_46.JPG,"0.023740238388817385,0.05775712162887758,0.03292800910556351,0.1112055392203217,0.1280457807707954,0.16273167030254984,0.0948142527427241,0.07146605962881261,0.2118448259508411,0.1054665022605703"
normal_47.jpg,"0.01773420262445801,0.04801838119410076,0.026026200390399636,0.11321798083353704,0.1498753020675664,0.19141270868235166,0.09268014842092805,0.07366302250090588,0.20117011452296787,0.08620193876250817"
normal_48.jpg,"0.024335757981549036,0.0520680524697775,0.041641050613250866,0.11516876160327627,0.17002769577253857,0.16672246401066235,0.09025474023797357,0.06287549076298418,0.1877560337218286,0.08914995282585472"
normal_49.jpg,"0.025484199796119707,0.058710867303493515,0.0346112214550599,0.10768256670552148,0.12888962451524089,0.15960202612520372,0.09590991729455113,0.07507855438904257,0.20757537543212595,0.10645564698337841"
normal_5.jpg,"0.01635846372687185,0.040682788051176956,0.03318318318315696,0.11617670301871647,0.20467836257293767,0.1781017859963821,0.07579421526783958,0.05351667456926386,0.2106606606604942,0.07084716295237012"
normal_50.jpg,"0.015589274579085086,0.04081503037020462,0.025728076860890053,0.10715605441231116,0.1764446061109447,0.18225594124570363,0.08251345296655739,0.060128409432071143,0.235548165084576,0.07382098893736755"
normal_51.jpg,"0.013025478051255248,0.0356227908032462,0.02058944341753397,0.11310006377616902,0.16906638129515164,0.21271254229221045,0.08122277350799331,0.06908097415440621,0.21901719795477861,0.06656235474698508"
normal_52.jpg,"0.02372381654342145,0.05345348201334947,0.04025535557192509,0.1154164388121174,0.17262892603243715,0.16382224969681547,0.09020185929287662,0.06415749304546847,0.18548943151283068,0.09085094747852045"
normal_53.jpg,"0.017575239132120477,0.04394920733670582,0.028887494028632284,0.11401408685408941,0.17367491362353946,0.1895226245097404,0.09152566851452248,0.06484618888380989,0.19704931509887544,0.07895526201768663"
normal_54.jpg,"0.020667581161402417,0.05256915866482265,0.02801783264745427,0.11073673982621435,0.14148948331043054,0.179092363968856,0.09450160036577089,0.07596879286691931,0.19989711934150667,0.09705932784633714"
normal_55.jpg,"0.022672262848895782,0.049229452054778675,0.04081264805848928,0.11741039241936689,0.18139419610664673,0.16437712431759052,0.0864017921515841,0.060623519414956285,0.19006849315062374,0.08701011947674613"
normal_56.jpg,"0.022716877951771634,0.04975888640316933,0.037248322147641746,0.10988565746952277,0.1637782749191738,0.16241610738250997,0.08421575938352369,0.06231916480237079,0.22152125279636553,0.08613969674370217"
normal_57.JPG,"0.03518688743776857,0.06835627395035211,0.03641798082776684,0.098272589444516,0.11052383396801388,0.1377645731612482,0.09131131591198036,0.08168491171939998,0.20916202084349905,0.13131961273530576"
normal_58.jpg,"0.019255667671335536,0.04694011269819239,0.030334163281344428,0.11307823352113404,0.18012318175856895,0.18050845236530455,0.08505831476868429,0.06358799633073946,0.20080723365215547,0.08030664395227878"
normal_59.jpg,"0.013665088122362277,0.040390937176010194,0.01986465154806228,0.10658039375039553,0.14844828574252836,0.19658867720066356,0.07918249118253308,0.07249060948479219,0.25373666963613933,0.06905219615625269"
normal_6.JPG,"0.02166997531157084,0.054353011526389536,0.033078754542513,0.114867137571464,0.1535255205344667,0.16681616025711063,0.09254092936646677,0.06646638922414294,0.1997322305982382,0.09694989106752747"
normal_60.jpg,"0.015902161862523478,0.04398612058671862,0.02598658962987539,0.11427863295238298,0.16919932201939888,0.19267279976116305,0.08764977400645796,0.06575931690259205,0.20757824492575058,0.07698703735287049"
normal_61.jpg,"0.01225104015361892,0.03426967675224825,0.021683202442200178,0.10599411605403075,0.17649068170062762,0.19703525443751785,0.07813769418250137,0.06068280853785769,0.2500707796843072,0.06338474605478243"
normal_62.jpg,"0.023018944171629353,0.052277096778127786,0.035148357232940096,0.11572537686284894,0.18560573590814905,0.17760926268347876,0.08832245502746466,0.06791491654520888,0.16449406693520638,0.08988378785463995"
normal_63.jpg,"0.027726070343873418,0.05404490679300479,0.04792017361820975,0.12237590958073266,0.18869997120211954,0.16190908794019496,0.08859635841116506,0.06211126648079835,0.15481947920465908,0.0917967764249455"
normal_64.jpg,"0.02314226912465978,0.05144611814159822,0.03472708762095647,0.10914853089281945,0.14106220169020092,0.16736272277439918,0.08861168279543925,0.06939122914566564,0.22453693567450175,0.09057122213948565"
normal_65.jpg,"0.02685097868985115,0.057616217861387375,0.0446135883964144,0.12066100857691543,0.17291102229801944,0.1648105737422314,0.09265496130642681,0.06706133588793912,0.15455965193264315,0.09826066130792226"
normal_66.jpg,"0.02093224530167633,0.05069485657763336,0.028827893175067055,0.11487883283874509,0.14107814045496017,0.18738130563793587,0.09036844708207459,0.07700791295744881,0.20000741839757666,0.08882294757663481"
normal_67.jpg,"0.01037783863696702,0.031741838540018,0.016019970432123307,0.11381449795203369,0.161898645209723,0.22491456823629458,0.06906521897189379,0.07539080487625714,0.24004750248412784,0.056729114660319255"
normal_68.jpg,"0.01677013813439642,0.04376843085515771,0.033222101505484075,0.11811268042828021,0.1879015986340308,0.1856433338505466,0.08581406177239964,0.05912618345486642,0.1931864038489887,0.07645506751507337"
normal_69.jpg,"0.015945544627231818,0.04571663799819294,0.02119701848012432,0.10538231964595028,0.12495920257571415,0.19263147061844701,0.08875755303662543,0.07865155324245324,0.24190005733684944,0.08485864243811733"
normal_7.jpg,"0.010361635503620946,0.0323290239988266,0.017057031066865572,0.10285305590108193,0.1930605891225708,0.2123594357595353,0.08143860851163795,0.058810094781282456,0.23180853813176117,0.059921987222216255"
normal_70.jpg,"0.031343180636458544,0.06019270153544175,0.04427307165821892,0.10441536943300958,0.13925232653144154,0.13736085909227141,0.08639469858548839,0.06934761616738576,0.22420919152361968,0.10321098483639915"
normal_71.jpg,"0.015218790218786138,0.043921600171588394,0.02448519948519292,0.11335263835260796,0.16856231231226712,0.20423101673096197,0.09200450450447983,0.06714392964391164,0.19226458601453447,0.07881542256540143"
normal_72.jpg,"0.022620946305151365,0.05293122613695497,0.03121888743897559,0.10723261321344854,0.1586631868928136,0.17490213136141924,0.08668503213955665,0.0734353100381631,0.2046807790826435,0.08762988739063177"
normal_73.jpg,"0.019070487587251595,0.04738098987034919,0.03149110376317864,0.11833831942473146,0.18509158662672937,0.18937437673852164,0.0911877394635776,0.06537553141235884,0.16894452317215952,0.08374534194087972"
normal_74.jpg,"0.011562670217269394,0.0356170187011936,0.017663257277728724,0.10981359317311934,0.17716213762628544,0.21683108394352815,0.0829601162016332,0.06690673606485902,0.21704290988312744,0.06444047691095309"
normal_75.jpg,"0.016840277777772906,0.04305844907406162,0.024965277777770554,0.10676793981478393,0.16189236111106425,0.1842679398147615,0.08676793981478971,0.06686921296294361,0.23097800925919243,0.07759259259257015"
normal_76.jpg,"0.021275512391727425,0.047267601406384724,0.03447924706284986,0.1167379512905956,0.17556920504240214,0.17763002744185274,0.08646342509216447,0.0628832218505963,0.19383254009084935,0.08386126833030941"
normal_77.jpg,"0.02183849669882529,0.05089300829522755,0.033694889840131054,0.10929526711646313,0.14953203221355124,0.1632506227477801,0.08966359525016032,0.06667634041933702,0.22360274734569652,0.09155300007252547"
normal_78.jpg,"0.022072379836884523,0.05147329949677591,0.029810320145749334,0.10857517785872468,0.14854188356754605,0.18147286569490134,0.08718603591876865,0.07678292555958355,0.2058227051882142,0.08826240673258062"
normal_79.jpg,"0.018089097147117032,0.04742547425471089,0.03232007689532866,0.11061049034128279,0.19171772998505365,0.17980295566490462,0.08115396424894793,0.06354546304079489,0.20145647269267128,0.07387827572852078"
normal_8.jpg,"0.013130913407913844,0.03770790612893615,0.028222470050707976,0.11694907124262993,0.22543200105513458,0.19717955175007065,0.08000863402520655,0.05266755405256403,0.1857154848843486,0.0629864134018881"
normal_80.jpg,"0.017715871223207228,0.0443105924345605,0.029525522510832385,0.11384950014636888,0.17562499128562747,0.18704981804487192,0.08617001993834827,0.06492380195477895,0.20443663641047827,0.07639324605064726"
normal_81.jpg,"0.021756576478920417,0.05089736107056664,0.037012235794378984,0.11674552882808481,0.15917215575099034,0.1705950097969289,0.09400404385706476,0.06446460582814012,0.19239848668023501,0.09295399591442945"
normal_82.jpg,"0.018315018315012744,0.04672459323620693,0.025829652075491392,0.10903520621125277,0.14656578194779715,0.1874855487811728,0.09106701714672366,0.07548099740788475,0.21476336509552568,0.0847328197826279"
normal_83.jpg,"0.021174292629508883,0.04982567855700389,0.031111335215801623,0.10608756410991396,0.15738272921103075,0.16880006338955483,0.0878990664438109,0.06870209761998332,0.22105687777321606,0.0879602950498156"
normal_84.jpg,"0.006505967448292182,0.02499876988009748,0.01050522390915414,0.11047570103163035,0.19575854659962175,0.2503622019692168,0.0738317961390435,0.06602190160132469,0.2176765495409691,0.04386334188037662"
normal_85.jpg,"0.01400391074303715,0.04081262939957418,0.020738440303651733,0.10797101449272258,0.15355417529326157,0.20370945479635275,0.09203473659992753,0.0700396825396624,0.22214745801695934,0.07498849781456321"
normal_86.jpg,"0.038852189205021294,0.06939058484013015,0.05176534247191579,0.10789894936192117,0.14665531857325534,0.13022218965591315,0.08686364251248849,0.07514823916668306,0.17892974703516623,0.11427379717722351"
normal_87.jpg,"0.014835548083625503,0.04286123084075771,0.020725651160427593,0.10834093442785865,0.15521137004508337,0.20280614526132779,0.08585063700150655,0.0734593624618981,0.21910527664996837,0.07680384406724829"
normal_88.jpg,"0.023226746415146274,0.053464713851173615,0.0331646346139015,0.11106765841062519,0.15305063517619993,0.16713697824804663,0.08866906934537519,0.07033202975230163,0.20677350918891527,0.09311402499805917"
normal_89.jpg,"0.02342443329418187,0.05005753057422332,0.036579362537502644,0.10745762309760404,0.17437398431841858,0.16618625671679355,0.0830367839815656,0.06277356677696441,0.20850088371700637,0.0876095749854431"
normal_9.jpg,"0.00788650924890179,0.027268040892000838,0.014962944118247452,0.1053230590014626,0.22881588549148163,0.2274568350861106,0.07366990473252572,0.05633699094185786,0.21099424914124684,0.047285581345495195"
normal_90.JPG,"0.02023578981274488,0.054091123398047065,0.027997604955297087,0.11624279311046479,0.13205346508675125,0.18293907312806826,0.09503677640490088,0.07491658256733791,0.19820943133271793,0.09827736020354005"
normal_91.jpg,"0.0063516236279125655,0.022432794056352272,0.011393440311341927,0.10551152974793877,0.21662577436845162,0.25133879190669306,0.0737910137216147,0.059364336275680094,0.21170616455304822,0.04148453143065341"
normal_92.jpg,"0.018103813559317238,0.04790254237286867,0.028336864406772157,0.11055084745759784,0.15150423728809548,0.18284957627113801,0.09537076271183915,0.06774099576269392,0.21141949152536774,0.08622086864404496"
normal_93.JPG,"0.021848274632560203,0.05461347679496749,0.033061458841291226,0.11946091771403634,0.14965025981446603,0.1757260910372948,0.095766937754624,0.0703439199215483,0.17983042582307188,0.09969823766600865"
normal_94.JPG,"0.02323172884547227,0.05180988247952478,0.03490531672242473,0.11296423947946749,0.14372355509225734,0.1621681601909736,0.08743478090305402,0.0676451632789088,0.2239939026098596,0.09212327039794525"
normal_95.jpg,"0.019000407442605595,0.0518606546244385,0.03338992258587981,0.11443025940505606,0.20676354746692466,0.19366426728222622,0.0883539318212085,0.06550998234410871,0.14265924215663273,0.08436778487024015"
normal_96.jpg,"0.014297750024767653,0.04072091717048211,0.02259887005647851,0.10865794429567792,0.20428189116843073,0.20709849010456347,0.07943469785568487,0.0642035880661577,0.1878200680607693,0.07088578319616176"
normal_97.jpg,"0.020985155195667352,0.04771929824558183,0.03944669365719335,0.12507422402150806,0.2088191632927066,0.1855195681510219,0.08785425101208647,0.06049932523612652,0.1459514170039501,0.07813090418348304"
normal_98.jpg,"0.01938690969344295,0.04651262695998864,0.03518365092513721,0.11696584737174079,0.19389978213495726,0.181785264966595,0.08561170947246886,0.06108809721067778,0.1820614317713449,0.07750467949303293"
normal_99.JPG,"0.021579602197483366,0.054049907103797895,0.03429487286396557,0.11749450461476975,0.15977311313986467,0.17300873591127114,0.09195889218369564,0.06879154894811008,0.18430971624129255,0.09473910679558255"
